id,Multitasking (Montasker -- Multitasker),Breadth (Specialist -- Generalist),Collaboration (Solo Creator -- Collaborator),Confidence (Self-Critical -- Self-Assured),Focus (Distractible -- Focused),Inspriation Source (Inward -- Outward),Creative Reasoning (Rational -- Intuitive),Motivation (Internal -- External),Movement (NonKinetic -- Kinetic),Organization (Controlled Chaos -- Organized),Pace (Slow -- Fast),Perfectionism (Pragmastist -- Perfectionist),Risk (Risk Averse -- Risk Loving),Stategy (Make It Happen -- Let It Happen),Tactic (Tenacious -- Reframer),Workspace (Private -- Public),Noise (Silence -- Noise/Music),Nature (Urban -- Nature),Ritual (Novetly Seeker -- Creature of Habit),Constraints (Stifle By -- Stimulated By),Creative Biorhythm,Gender,Age,Discipline
565e373b20c5b5f009a6b5c6,5,5,3,5,2,3,4,2,5,4,4,3,5,3,2,2,3,4,2,2, After Midnight| Evening |Pre Dawn | Morning ,Male,27,Art|Acting|Agriculture|Animation|CulinaryArts|Dance|DataVisualization|Design|Entrepreneurship|Environment|Exploration|Fashion|Film/Television|Food|Genetics|GraphicDesign|Healthcare|HumanBiology|Literature|Maker|Music|Photography|Producer|Sculpture|Spirituality|Sports|Technology|VisualArt|Writing
565e3c0420c5b5f009a6b624,4,5,3,3,4,5,2,2,5,4,3,3,5,2,2,1,1,5,4,2, Morning ,Female,45,Education|Entrepreneurship|Writing|Medicine
565df6ad781f5ee40d83329a,3,4,3,2,2,4,5,4,5,3,4,2,4,2,2,2,5,4,2,4, After Midnight,Male,25,Business|DataVisualization|Engineering
565e3e4c781f5ee40d833a04,5,4,3,1,3,5,2,2,4,4,4,5,2,2,3,2,4,1,4,3, After Midnight|Pre Dawn ,Male,,Film/Television|Writing
565e3c4720c5b5f009a6b62c,3,2,4,1,5,4,2,2,3,5,2,1,3,3,4,2,4,5,3,4, Morning | Evening ,Male,17,Art|Design|Editing|Exploration|Film/Television|Photography|VisualArt|Writing
565e3f1f20c5b5f009a6b658,3,5,3,1,4,5,3,1,4,4,5,4,4,1,4,1,4,3,5,5, After Midnight|Pre Dawn | Morning | Afternoon ,Male,37,Art|Business|CulinaryArts|Design|Food|GraphicDesign|GreenEnergy|HumanRights|Invention|Literature|Maker|Music|Science|Sculpture|SocialEnterprise
565e40d6781f5ee40d833a3d,3,2,1,4,2,2,5,4,2,3,5,3,3,3,3,1,3,3,4,4, Afternoon | Evening ,Female,41,Art
565e3ff2781f5ee40d833a23,4,5,1,2,3,3,4,3,3,2,2,3,4,4,5,1,4,5,3,4, Evening | After Midnight| Afternoon ,Female,17,Art|Activism|Botany|Environment|Exploration|Literature|Medicine|Photography|Research|Spirituality|Sustainability|VisualArt
565e4158781f5ee40d833a54,2,3,2,1,5,5,2,4,4,5,3,4,3,3,4,3,3,2,4,4, Morning ,,,
565e3fd520c5b5f009a6b667,2,5,4,4,1,3,1,3,2,5,4,2,1,3,2,3,1,2,2,4, After Midnight|Pre Dawn ,Male,21,Bioengineering|Entrepreneurship|HardwareEngineering |Invention|SoftwareEngineering
565e434720c5b5f009a6b6c6,2,4,4,1,1,3,4,3,3,1,5,5,1,3,4,3,3,4,1,2, Evening ,Female,38,Film/Television|GraphicDesign|Photography|Writing|VisualArt
565e428720c5b5f009a6b6b3,2,5,4,2,2,5,5,1,5,5,5,2,4,1,3,4,3,5,4,1, Morning | Afternoon ,Male,20,Art|Acting|Architecture|Design|Writing|Photography
550f8bc56df9a66b5be5be38,4,5,3,4,4,4,1,3,4,5,4,5,4,4,3,1,2,2,2,3, Evening |Pre Dawn | After Midnight,Male,70,Author|Business|Design|Directing|Editing|Entrepreneurship|Film/Television|GraphicDesign|Journalism|Producer|Writing|VisualArt
565e44ca20c5b5f009a6b6db,4,5,1,4,3,4,3,3,3,2,4,1,4,3,2,3,3,4,3,1, Evening | Morning | Afternoon ,Female,,Art|CulinaryArts|Education|Writing
55a84c838a2002da5cb49528,4,5,5,3,3,3,2,3,5,4,4,3,4,2,4,3,3,5,3,3, Morning | Evening ,Male,33,Art|Activism|Conservation|Dance|DataVisualization|Design|Ecology|Education|Environment|Entrepreneurship|GreenEnergy|NGO/Non-Profit|Producer|Research|Sustainability|SustainableDesign|Technology|Theater|VisualArt
565e465420c5b5f009a6b6f9,3,2,2,4,2,5,4,2,3,2,2,3,2,4,4,2,4,4,2,4, Evening | Afternoon ,Male,18,Art|Design|VisualArt
565e477d781f5ee40d833ad1,3,5,2,4,3,4,3,2,3,3,3,4,4,3,4,2,2,4,2,3, Morning | Evening ,Male,29,Art|Activism|Author|Composer|Research
565e46ee20c5b5f009a6b708,3,4,1,1,3,3,4,1,5,1,2,4,3,2,2,1,3,5,1,1, Evening ,Male,29,Activism|Ecology|Education|Environment|HumanRights|SpokenWord|Writing
565e482720c5b5f009a6b72b,2,4,2,4,3,2,5,3,3,2,3,4,5,3,3,2,2,3,1,1, Evening | After Midnight,,,
565e4746781f5ee40d833aca,5,5,3,2,4,3,2,4,4,4,5,2,2,4,4,2,2,4,5,4, Morning ,Female,34,Design
565e4882781f5ee40d833b00,4,5,4,3,3,5,4,5,5,3,3,4,1,1,3,4,3,3,1,4, Evening | After Midnight| Morning ,Male,22,
565e4816781f5ee40d833ae7,1,5,1,1,4,2,5,1,1,2,3,4,2,3,1,1,3,3,3,1, Evening | After Midnight|Pre Dawn ,,,
565e4a5f20c5b5f009a6b764,3,2,2,4,3,1,4,1,3,3,3,3,4,4,5,5,3,5,1,1, Morning | Afternoon ,,,
565e4b8420c5b5f009a6b779,3,3,2,1,3,3,4,2,4,3,4,3,4,4,3,2,5,4,3,1, Evening | Afternoon ,,,
55b1a16c5962ce737c28932d,3,5,2,3,1,3,4,3,4,3,4,4,3,3,2,4,4,5,1,2, Afternoon | Evening | After Midnight,Female,20,Art|Animation|Film/Television|Writing
564444d42ae782c65be13394,4,3,5,4,2,3,4,4,3,1,4,4,4,4,4,2,2,5,3,3, Afternoon | After Midnight,,,
565e4d6b781f5ee40d833b61,3,5,2,2,2,1,4,3,2,3,4,3,4,4,2,3,4,3,2,2, After Midnight|Pre Dawn | Evening ,Male,23,
565e4d8d20c5b5f009a6b7a8,3,5,2,1,3,4,4,1,5,2,2,5,5,3,4,1,1,5,1,2, Evening ,,,
565e4adc781f5ee40d833b2a,3,4,2,3,4,1,3,4,4,3,4,5,4,3,2,3,2,3,3,1,Pre Dawn | Morning | After Midnight,Male,21,Art|VisualArt|SpokenWord|Singer|Producer|Photography|Music|GraphicDesign|Film/Television|Entrepreneurship|Editing|Acting|Directing
565e4e0a20c5b5f009a6b7c1,4,3,1,4,4,2,3,1,4,3,4,5,3,4,1,4,3,5,1,2, Evening | After Midnight,,,
565e4da020c5b5f009a6b7ae,3,3,1,2,2,4,4,2,3,2,2,4,4,5,3,1,1,4,1,2, Evening | After Midnight,Male,24,Art|Photography|Architecture|Exploration|Music|VisualArt
565e4f06781f5ee40d833b9c,3,4,4,2,5,2,1,1,1,4,4,5,5,1,3,1,2,5,5,5,Pre Dawn | Morning ,,,
565e516220c5b5f009a6b80e,3,5,1,1,5,1,3,5,5,5,5,2,4,4,5,1,2,5,5,5,Pre Dawn | Morning ,Male,23,Agriculture|Education|Law|Politics|Writing
565e517720c5b5f009a6b812,1,3,1,1,5,5,5,5,3,5,2,5,1,1,5,1,3,3,1,5, Morning | Afternoon ,Male,23,Acting|Design|Engineering|SoftwareEngineering|Theater
565e5181781f5ee40d833bc6,2,3,1,1,3,5,4,2,4,3,5,2,2,3,4,2,2,4,3,5, Morning | After Midnight| Evening ,,,Architecture|Engineering
565e4ecc20c5b5f009a6b7d9,2,5,2,2,5,4,4,4,4,5,2,4,4,2,2,4,2,4,1,4,Pre Dawn | After Midnight| Evening ,Female,24,Art|Architecture|Business|Design|Entrepreneurship|Environment|Fashion|GraphicDesign|HumanBiology|Invention|Maker|Sculpture|Spirituality|SustainableDesign|VisualArt|Industrial Design
565e52f320c5b5f009a6b852,4,3,1,4,4,1,2,5,5,1,5,2,5,4,4,5,4,5,1,1, Evening | After Midnight,Male,19,Art|DataScience|OpenSource|SoftwareEngineering
565e5225781f5ee40d833be9,2,4,4,1,3,1,5,1,3,2,4,1,5,4,1,1,4,4,1,2, Evening | Afternoon | After Midnight,Female,17,Art|Agriculture|Biology|CulinaryArts|Design|Ecology|Fashion|Food|Genetics|GreenEnergy|HumanBiology|HumanRights|Science|Spirituality|Sustainability|Writing
565e531a20c5b5f009a6b85c,1,3,3,2,3,4,4,3,3,5,4,5,2,4,3,1,4,4,3,1, After Midnight| Morning ,Male,23,Architecture|Business|Design|Entrepreneurship|Exploration
565e53a020c5b5f009a6b877,2,4,3,2,4,5,5,1,3,5,3,1,5,3,3,2,4,3,4,4, Afternoon | Evening ,,,
565e547120c5b5f009a6b88b,1,1,1,1,3,3,5,4,2,5,1,1,1,3,2,1,1,2,5,5, Afternoon ,,,
565e52b2781f5ee40d833c00,4,3,5,1,3,2,4,4,4,5,4,3,3,3,2,1,2,3,2,2, Afternoon | Evening ,Male,24,Art|Music|Singer|Composer
565e548f20c5b5f009a6b892,2,1,2,1,1,5,1,5,4,5,2,5,4,3,2,1,2,4,2,3, After Midnight,,,
565e5533781f5ee40d833c5b,1,2,1,1,4,2,5,1,1,1,3,4,1,3,3,1,3,2,5,1, Morning | Afternoon ,,,
565e50b520c5b5f009a6b805,1,4,2,2,3,4,3,4,4,4,3,5,4,2,1,1,4,4,1,4, After Midnight|Pre Dawn ,Male,23,Art|Editing|Entrepreneurship|Film/Television|Producer|Sports|VisualArt
565e552520c5b5f009a6b8ae,3,4,3,1,4,3,4,4,2,2,1,3,1,2,3,1,3,3,2,4, Evening | After Midnight,,,
565e5575781f5ee40d833c6c,1,3,1,1,3,3,2,1,1,4,2,5,1,2,2,4,1,4,4,5, After Midnight,,,
565e552720c5b5f009a6b8b1,2,5,4,3,4,5,5,4,1,4,3,2,2,4,2,4,1,1,4,4, Evening | After Midnight|Pre Dawn ,Male,20,
565e5682781f5ee40d833c95,3,5,3,3,5,3,3,4,5,5,4,3,4,4,1,3,3,4,2,1, Evening | After Midnight|Pre Dawn ,,,
565e56c1781f5ee40d833c9d,2,2,2,3,5,3,2,4,5,4,2,3,2,3,2,1,1,5,4,3, Morning ,Male,29,HumanBiology
565e57e720c5b5f009a6b908,4,2,2,2,3,5,5,3,2,2,2,3,4,5,4,4,3,5,1,2, Morning | Afternoon | After Midnight,Male,20,Photography
565e591120c5b5f009a6b917,1,1,2,1,1,3,4,2,3,2,3,5,1,3,4,1,3,2,4,4, Evening ,,,
565e5a6420c5b5f009a6b92e,1,2,2,1,3,5,4,4,3,2,2,2,3,2,2,1,3,1,4,3, Morning | Evening | After Midnight,Male,20,Music
565e5a85781f5ee40d833cd8,4,5,1,1,3,2,4,4,3,2,3,3,3,3,3,3,2,4,3,3, After Midnight| Evening ,Male,23,Writing|Agriculture|Author|Architecture|Bioengineering|Botany|Chemistry|Conservation|Ecology|Engineering|Environment|GreenEnergy|Invention|Music|Science|Sustainability|SustainableDesign|Technology
565e5b6f20c5b5f009a6b940,1,4,2,4,3,1,5,2,1,3,4,2,4,3,4,4,2,1,3,2, Evening | After Midnight,Male,21,Art|Engineering|Film/Television|Music|Education
565e5b83781f5ee40d833ce9,2,3,1,1,2,1,5,1,5,5,3,5,2,3,1,1,3,3,3,2, Evening | Morning ,Male,25,Biology|Bioengineering|Chemistry|Dance|DataScience|Ecology|Education|Environment|Exploration|Genetics|Healthcare|HumanBiology|HumanRights|Literature|Medicine|Music|Politics|Research|Science|Singer
565e5d72781f5ee40d833d13,1,3,1,1,3,3,2,1,1,5,3,3,2,2,2,1,3,1,3,1, Morning ,Female,38,Education
565e5f6f781f5ee40d833d2f,1,3,4,2,3,3,2,3,3,4,2,3,2,3,4,2,4,4,4,2, Afternoon ,Female,,Art|Agriculture|Biology
565e5f7c781f5ee40d833d33,4,5,4,3,3,5,3,2,2,4,3,5,3,2,4,1,3,4,3,4, Evening | After Midnight,Female,18,"Art|Acting|Composer|Directing|Editing|Fashion|Film/Television|Music|Photography|Singer|Theater|VisualArt|Crafts (Knitting, Crocheting, Sewing)"
565e5fec20c5b5f009a6b990,5,5,1,1,2,3,5,3,4,5,5,4,1,1,5,3,2,5,5,5, Afternoon ,Male,24,Art|Chemistry|CulinaryArts
565e5f89781f5ee40d833d37,2,4,1,1,4,3,4,3,4,5,3,5,3,5,2,1,4,4,2,4, Morning ,Male,23,Art|Business|Design|DJ|Entrepreneurship|GraphicDesign|Invention|Sports|VisualArt
565e60cc781f5ee40d833d65,1,5,3,4,5,5,1,4,4,5,3,2,1,2,4,1,1,5,2,3, Morning ,Male,24,GraphicDesign
565e632e20c5b5f009a6b9d3,1,5,3,1,4,4,2,3,1,5,2,5,2,3,1,1,3,4,1,3, After Midnight,,,
565e630020c5b5f009a6b9cc,5,3,1,1,4,5,5,3,5,5,4,5,5,2,5,5,3,5,1,1, Afternoon ,Male,20,Photography
565e635020c5b5f009a6b9db,3,5,1,2,3,5,4,5,5,5,1,1,3,3,4,1,1,5,1,3, Evening ,,,
565e6579781f5ee40d833dac,1,2,1,1,3,2,1,4,2,4,1,3,2,1,2,1,3,3,1,3, Evening | Afternoon ,Female,28,Author|Editing|Writing
565e655d781f5ee40d833da8,5,5,5,1,2,3,2,2,4,3,5,5,5,1,2,3,4,5,1,2, Evening ,Male,19,Art|Activism|Bioengineering|Business|Design|Engineering|GraphicDesign|Healthcare|HardwareEngineering |Invention|Maker|OpenSource|Research|Science|SmartMaterials|Technology
565e66a720c5b5f009a6ba21,2,3,2,2,2,2,5,2,3,3,5,5,5,2,2,1,4,4,1,4,Pre Dawn | Morning | After Midnight,Female,39,Chemistry|CulinaryArts|Education|Editing|Literature|OpenSource|NGO/Non-Profit|Writing
565e672520c5b5f009a6ba36,1,1,1,1,4,3,4,1,3,1,4,4,4,1,1,1,5,1,3,1, After Midnight| Evening ,Male,18,Art|Literature|SpokenWord|VisualArt|Writing
565e6699781f5ee40d833dc7,2,4,4,1,3,3,4,3,5,5,2,3,2,1,3,1,5,5,1,1, Afternoon | Evening ,Male,23,Design
565e67f0781f5ee40d833df7,3,3,3,3,4,3,5,2,5,3,5,3,5,4,2,4,4,5,2,2, Afternoon |Pre Dawn | Evening ,,,Art|Agriculture|Architecture|Author|Botany|CulinaryArts|Exploration|Literature|Photography|Spirituality|Sustainability|Writing
565e67a720c5b5f009a6ba49,3,5,1,3,5,3,3,2,2,4,4,4,4,4,4,3,3,2,3,1, Evening ,Male,27,SoftwareEngineering|Music|GraphicDesign|DataScience
565e641020c5b5f009a6b9fc,3,4,2,1,2,1,3,1,2,4,4,4,2,3,1,1,3,4,2,3, Afternoon | After Midnight,,,
565e6a49781f5ee40d833e1d,4,4,4,2,3,1,2,2,3,4,5,4,4,4,3,4,2,5,1,2, Evening | After Midnight,Male,21,Business|Entrepreneurship|GraphicDesign|Spirituality|Singer
565e6b68781f5ee40d833e37,3,4,1,4,3,4,2,3,5,2,3,1,2,2,2,4,5,3,2,1, Evening | Afternoon ,Male,15,Animation|Editing|GraphicDesign|Film/Television|Photography|Entertainment of any kind
565e6bbd20c5b5f009a6ba9b,3,4,3,3,5,2,3,2,4,4,4,3,3,4,3,1,2,3,3,4, After Midnight,Female,18,Art|Acting|Author|Dance|Fashion|Exploration|Singer|Spirituality
565e6ab7781f5ee40d833e25,2,5,2,1,5,3,4,2,3,3,2,3,2,4,2,3,1,5,1,3, After Midnight| Morning ,Female,29,
565e6b9720c5b5f009a6ba93,4,3,5,2,3,2,5,2,5,4,2,2,3,4,2,4,4,2,2,4, Evening | Afternoon | After Midnight,Male,21,Theater|Dance|Music|Acting|Directing|Education|Singer|Pantomime
565e6c13781f5ee40d833e54,2,5,3,1,3,4,4,3,2,5,2,3,4,3,1,1,3,4,2,2, Evening | Afternoon | After Midnight,,,
565e6ee6781f5ee40d833e97,2,3,2,1,2,3,5,3,4,2,3,4,2,2,2,3,5,4,2,4, Evening | Afternoon ,Male,22,Art|Design|Education|GraphicDesign|Photography
565e6e07781f5ee40d833e86,2,3,5,3,3,5,3,4,3,4,3,3,3,2,3,2,3,5,3,3, Evening | After Midnight| Afternoon ,,,
565e6f03781f5ee40d833e9e,1,2,2,3,1,5,4,4,2,2,2,4,2,2,1,1,4,4,4,4, After Midnight,Male,21,
565e6e5a781f5ee40d833e8d,2,5,3,1,3,5,4,2,4,4,4,5,3,3,2,1,4,4,2,3, After Midnight| Evening ,Male,24,Animation|DataScience|Education|Science|Sports|Technology|Sport Science
565e6f8120c5b5f009a6bb02,3,2,2,2,5,2,4,2,3,2,2,2,4,2,4,2,4,4,2,3, Evening ,Male,18,
565e6f53781f5ee40d833eae,4,5,4,2,2,4,3,4,4,2,4,4,1,3,4,5,4,4,1,5, Morning | After Midnight,Male,26,Architecture|Design|Invention|Music|Sculpture|Sports
565e71bd781f5ee40d833ef0,2,4,4,2,3,2,4,2,5,3,5,5,4,3,3,2,4,5,2,1, Evening | Afternoon ,Male,22,Art|Activism|Agriculture|Animation|Botany|Business|Directing|Editing|Entrepreneurship|Environment|Exploration|Film/Television|GraphicDesign|Invention|HumanRights|Journalism|NGO/Non-Profit|Photography|Spirituality|Sustainability|Tourism|VisualArt|
565e7237781f5ee40d833eff,4,4,4,2,4,1,4,5,4,2,4,3,3,1,4,4,3,5,5,2, Afternoon ,Male,21,Art|Business
565e71a320c5b5f009a6bb3d,2,4,4,2,2,1,2,3,2,5,2,4,4,2,2,1,3,3,4,4, Evening | After Midnight,Male,22,Art|Acting|Author|Directing|Film/Television|Law|HumanRights|Literature|Music|Politics|Singer|Spirituality|Sports|Theater|Technology
565e724e781f5ee40d833f02,2,4,4,3,3,4,4,3,4,3,4,4,4,4,3,3,3,3,3,2, Evening | After Midnight| Afternoon ,Male,13,Design|Editing|Engineering|Exploration|HardwareEngineering |Invention|Maker|Photography|Physics|Robotics|SocialEnterprise|SoftwareEngineering|Spirituality|Sports|Technology
565e72db781f5ee40d833f25,3,5,1,1,4,3,5,1,5,2,3,4,4,4,3,1,4,4,4,1, Evening ,Male,23,Art|Music|Photography|Spirituality|Sports
565e71ea20c5b5f009a6bb44,5,5,1,3,5,4,4,3,4,1,5,4,3,2,4,1,2,5,3,3, After Midnight| Afternoon ,,,Bioengineering|Astronomy|Author|Business|Composer|Design|Engineering|Entrepreneurship|Food|Healthcare|Invention|Maker|Medicine|Music|Photography|Physics|Producer|Research|Science|Sculpture|Singer|SocialEnterprise|Spirituality|Sports|SustainableDesign|Technology|VisualArt|Writing|innovation!
565e740520c5b5f009a6bb9a,2,5,2,4,5,3,4,3,4,5,4,4,2,1,2,1,2,3,4,1, After Midnight,Male,24,
565e75e4781f5ee40d833f63,2,3,3,1,4,3,3,5,4,3,1,2,2,1,2,1,2,5,3,4, Morning | Evening ,,,
565e75ad781f5ee40d833f5d,4,4,3,1,3,5,2,1,5,5,4,5,5,2,2,3,3,5,3,5, Morning |Pre Dawn ,Male,21,DataScience|DataVisualization|Design|Maker|Physics|Photography|PolicyWork
565e778420c5b5f009a6bbe4,4,5,5,5,2,5,5,,,,,,,,,,,,,,,,,
565e76a120c5b5f009a6bbc2,3,2,4,4,4,1,2,3,5,3,5,2,5,3,1,2,2,5,3,1,Pre Dawn | After Midnight| Evening ,Female,18,Acting|Art|Dance|Singer|Spirituality|Theater
565e75e8781f5ee40d833f66,2,4,2,2,3,4,3,3,4,2,3,2,3,2,2,2,3,4,2,3, Morning | Evening ,Male,22,
565e771e20c5b5f009a6bbd4,1,3,1,1,4,2,4,5,5,3,3,3,4,5,3,2,2,5,3,4, Afternoon | Evening ,Male,19,Education|Healthcare|Art|Food
565e790020c5b5f009a6bc03,4,3,3,3,3,4,2,2,3,1,5,5,3,3,2,3,5,5,1,1, Morning | After Midnight,,,
565e78cd20c5b5f009a6bbfe,3,2,2,1,2,2,4,2,4,1,2,1,4,3,2,1,3,3,1,3, After Midnight| Afternoon ,Male,26,Music|Singer
565e7afb781f5ee40d833fd2,3,4,4,3,4,1,4,3,5,5,5,3,3,4,4,4,2,4,3,2, Morning | Evening ,,,
565e7b6120c5b5f009a6bc23,3,3,2,1,3,2,4,3,5,2,3,4,4,2,3,4,5,5,5,3, Evening | After Midnight,,,
565e7ab1781f5ee40d833fcf,2,4,5,1,2,1,4,5,5,4,4,2,2,3,4,2,3,5,1,3, Evening ,Male,24,Business
565e7c1a20c5b5f009a6bc40,5,5,4,4,4,2,5,1,5,4,5,5,2,3,2,1,2,5,2,4, After Midnight,Male,39,Education|GraphicDesign|HumanRights|Literature|Maker|Research|Science|Spirituality|SpokenWord|Sports|SustainableDesign|Sustainability|Technology|VisualArt|Writing||Art|Architecture|Author|DataVisualization|DataScience|Design
565e7c57781f5ee40d833ffd,3,5,5,4,1,5,1,3,5,1,5,4,1,4,5,3,3,5,4,5, Morning | Afternoon ,Male,23,Acting|Writing|Theater|Literature|Editing|Author
565e7eb620c5b5f009a6bc67,1,1,2,1,5,5,5,5,3,5,1,5,1,5,1,1,5,3,5,1, Afternoon ,Male,24,Engineering
565e7f56781f5ee40d834029,2,4,5,2,3,4,2,2,4,3,4,4,5,2,3,2,4,2,2,4, Morning ,Male,28,Chemistry
565e7f1520c5b5f009a6bc6f,5,5,4,1,3,3,4,3,4,3,2,4,2,4,2,3,3,4,1,2, Evening ,Male,24,Art|Acting|Composer|Music|Producer|Singer|SpokenWord|Sports
565e81fa781f5ee40d834050,2,2,3,4,3,2,5,3,2,1,2,5,1,2,4,3,3,1,3,3, Evening | After Midnight| Afternoon ,Male,25,Acting
565e83f9781f5ee40d834063,4,3,4,1,4,4,2,5,2,4,4,3,3,2,2,2,4,3,2,4, Morning | After Midnight,Male,18,ComputationalBiology
565e84c220c5b5f009a6bcc0,3,4,1,1,5,4,4,5,1,1,5,5,4,1,1,1,1,4,4,1, Evening | After Midnight| Afternoon ,Male,21,
565e8604781f5ee40d83408b,2,2,1,1,3,4,2,5,5,5,3,4,3,2,3,2,2,5,4,3, Morning | Evening ,Male,24,Conservation|Environment|GreenEnergy|Maker|Sports|Sustainability
565e86b320c5b5f009a6bce1,2,1,3,1,4,3,4,4,5,2,3,3,4,4,3,1,4,5,5,3, After Midnight| Evening ,,,
565e86b920c5b5f009a6bce4,1,4,1,1,3,5,5,1,1,4,1,3,3,4,3,1,4,4,2,1, Afternoon | Evening ,Female,20,Art|Zoology
565e85df781f5ee40d834088,3,1,2,1,5,2,4,1,3,5,5,5,4,1,4,1,1,1,5,1, Evening | Afternoon ,Male,29,
565e883520c5b5f009a6bd0c,2,3,2,3,2,3,4,3,4,4,3,2,4,4,3,1,3,4,3,3, Morning |Pre Dawn ,,,
565e894b781f5ee40d8340d2,3,5,2,1,5,3,5,5,5,5,5,5,2,5,4,1,5,5,5,5, Morning ,Male,41,Music
565e88d220c5b5f009a6bd19,5,5,5,4,3,3,4,5,4,1,4,5,3,2,4,1,2,5,2,4, Evening | Morning ,Male,56,Writing|Photography|Music|Education|Environment|Exploration|Dance|Art
565e8a33781f5ee40d8340f7,3,4,3,1,3,2,3,4,1,5,2,1,3,4,3,2,3,4,2,3, Evening | After Midnight,Male,21,Art|Astronomy|Astrophysics|Business|Chemistry|Composer|DJ|Education|Entrepreneurship|Environment|Exploration|Film/Television|Invention|Maker|Medicine|Music|Neuroscience|OpenSource|Photography|Physics|Producer|SoftwareEngineering|Technology|Tourism
565e89c220c5b5f009a6bd36,1,5,1,1,3,5,4,3,2,4,1,4,1,2,3,1,2,1,4,5, Evening ,Female,20,Art|Activism|Author|Design|HumanRights|Healthcare
565e8a9f20c5b5f009a6bd64,2,2,5,2,2,5,5,3,5,4,4,2,4,5,4,1,1,5,1,3, Morning | Afternoon ,,,
565e8986781f5ee40d8340da,3,4,3,3,4,2,5,3,5,4,3,4,4,3,4,2,3,5,1,2, Morning | Afternoon | Evening ,Male,32,Design|Photography|Architecture|Botany|Environment|Food|Maker|Music|Sculpture|Sports|Sustainability|SustainableDesign
565e842b781f5ee40d834069,4,5,3,2,3,1,4,4,4,4,4,1,4,4,2,3,2,4,1,4, After Midnight| Morning ,Male,20,Art|Acting|Activism|Business|Design|CulinaryArts|Directing|Ecology|Editing|Exploration|Spirituality|Sports|Sustainability|Writing|VisualArt
565e8c35781f5ee40d83412f,3,2,4,1,3,4,2,4,1,2,4,1,5,4,1,1,3,3,1,2, Evening | Afternoon | After Midnight,Male,16,Music|Singer|Writing
565e8d2620c5b5f009a6bd9f,2,3,1,1,5,5,5,5,5,1,4,5,1,5,5,1,5,5,5,5, After Midnight,,,
559c60bf69d9986945919c3a,5,5,4,3,2,3,4,5,5,4,4,2,3,4,3,4,4,5,1,3, Morning |Pre Dawn ,,,
565e8c9820c5b5f009a6bd92,2,5,4,2,2,3,5,2,5,3,5,3,4,5,4,1,3,3,3,3, Evening | After Midnight| Morning ,,,
565e90dc20c5b5f009a6bdc8,4,3,4,3,1,4,3,4,4,1,4,4,4,2,3,5,5,3,2,3, Morning | Evening ,Male,40,Education|Sports
565e936b20c5b5f009a6bdda,5,5,3,1,2,3,4,2,4,3,4,4,5,4,4,2,4,4,2,3, After Midnight| Evening |Pre Dawn ,,,
565e95cf781f5ee40d834184,3,5,3,2,3,1,5,2,5,4,4,4,2,5,5,2,5,5,2,1, Afternoon | Evening ,Female,19,HumanBiology|Healthcare|Writing|VisualArt|Theater|Sustainability|Spirituality|Sports|Science|Sculpture|Research|Producer|Photography|Paleontology|NGO/Non-Profit|Neuroscience|Music|Medicine|Literature|Film/Television|Exploration|Environment|Education|Editing|Ecology|Directing|Conservation|Botany|Biology|Author|Astrophysics|Archeology|Agriculture|Activism|Acting|Art
565e97d6781f5ee40d834198,4,4,3,2,5,3,4,4,4,2,5,4,4,5,5,1,2,5,2,4, Morning |Pre Dawn | After Midnight,,,Author|Conservation|DataScience|DataVisualization|Design|Ecology|Environment|Engineering|Exploration|Maker|OpenSource|Physics|Research|Science|Photography|Sports
565e9852781f5ee40d8341a8,3,4,4,1,3,4,2,3,5,2,5,5,5,4,5,1,5,5,2,3, After Midnight| Afternoon ,Male,30,Design|Engineering|Entrepreneurship|GraphicDesign|OpenSource|SoftwareEngineering|Sports
565e979f20c5b5f009a6bdf5,2,5,4,1,3,4,4,2,4,5,3,4,4,4,3,1,4,2,4,3, After Midnight| Evening ,Female,22,Art|Acting|Theater|VisualArt
565e9e5020c5b5f009a6be26,2,4,3,2,4,1,4,2,3,4,4,4,3,3,3,1,4,3,2,3, Evening | After Midnight| Afternoon ,,,
565e9fda781f5ee40d8341d3,3,2,2,5,3,2,1,4,1,1,5,5,5,3,4,1,3,1,3,2, After Midnight|Pre Dawn ,,,
565ea392781f5ee40d8341e3,5,5,3,2,3,2,4,1,3,4,5,2,4,4,5,3,2,2,4,5, Morning |Pre Dawn ,Female,49,Healthcare|DataScience|Design|Editing|Entrepreneurship|Environment|Technology|digital health
565ea5ac781f5ee40d8341f4,1,4,5,3,2,3,3,5,4,2,5,5,1,2,5,2,2,5,5,5, Morning ,Female,38,Education|Entrepreneurship|SoftwareEngineering
565ea873781f5ee40d834203,1,3,1,2,4,1,4,1,4,5,4,5,5,3,4,1,1,4,5,5, Morning | Afternoon ,Male,28,Music
565ea973781f5ee40d834214,3,2,2,2,2,2,5,5,4,1,2,4,4,4,2,1,2,3,1,1, Evening | After Midnight,Male,26,Sports|Business|Invention|Philosophy
565ea9a020c5b5f009a6be6e,3,4,3,3,4,3,3,4,5,5,5,1,2,4,4,4,4,4,3,3, Evening | Afternoon | Morning ,Male,29,Business|Entrepreneurship|Design|Food
565eae9e20c5b5f009a6be91,,,,,,,,,,,,,,,,,,,,,,,,
